GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G2700850","1980","A","2","4","Minnesota","27",,"McLeod","085",,,,,,,,,,,,,"06",,,,,,,,"MCLEOD COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1",29425,17,36,0,0,13,18,4,26,14,30,1,1,0,72,174,117,5,9,43
"G2700870","1980","A","2","4","Minnesota","27",,"Mahnomen","087",,,,,,,,,,,,,"03",,,,,,,,"MAHNOMEN COUNTY","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0",4509,1,1003,0,0,1,0,7,0,0,0,1,0,0,13,27,1,0,16,10
"G2700890","1980","A","2","4","Minnesota","27",,"Marshall","089",,,,,,,,,,,,,"01",,,,,,,,"MARSHALL COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",12975,3,24,0,0,0,0,3,5,3,1,0,0,0,13,51,39,0,0,12
"G2700910","1980","A","2","4","Minnesota","27",,"Martin","091",,,,,,,,,,,,,"08",,,,,,,,"MARTIN COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",24526,9,15,0,0,6,11,11,27,17,30,0,1,0,34,79,56,0,0,23
"G2700930","1980","A","2","4","Minnesota","27",,"Meeker","093",,,,,,,,,,,,,"06",,,,,,,,"MEEKER COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",20429,8,19,0,0,6,3,1,15,3,11,1,0,0,98,173,84,0,0,89
"G2700950","1980","A","2","4","Minnesota","27",,"Mille Lacs","095",,,,,,,,,,,,,"04",,,,,,,,"MILLE LACS COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",17832,20,495,0,0,4,7,1,16,6,9,1,0,0,39,72,59,0,1,12
"G2700970","1980","A","2","4","Minnesota","27",,"Morrison","097",,,,,,,,,,,,,"04",,,,,,,,"MORRISON COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",29177,5,54,0,0,1,0,14,16,6,5,0,0,0,33,61,52,0,2,7
"G2700990","1980","A","2","4","Minnesota","27",,"Mower","099",,,,,,,,,,,,,"07",,,,,,,,"MOWER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40097,36,26,0,0,14,8,12,24,19,40,3,0,0,111,179,128,0,3,48
"G2701010","1980","A","2","4","Minnesota","27",,"Murray","101",,,,,,,,,,,,,"08",,,,,,,,"MURRAY COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",11456,2,3,0,0,3,9,6,5,2,4,0,0,0,17,15,15,0,0,0
"G2701030","1980","A","2","4","Minnesota","27",,"Nicollet","103",,,,,,,,,,,,,"07",,,,,,,,"NICOLLET COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",26637,52,51,0,0,14,23,9,37,10,24,1,0,0,71,135,75,1,5,54
"G2701050","1980","A","2","4","Minnesota","27",,"Nobles","105",,,,,,,,,,,,,"08",,,,,,,,"NOBLES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21583,30,51,1,0,1,9,1,16,13,58,0,0,1,76,150,91,0,2,57
"G2701070","1980","A","2","4","Minnesota","27",,"Norman","107",,,,,,,,,,,,,"01",,,,,,,,"NORMAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0",9285,0,47,0,0,0,0,0,11,0,20,0,1,0,15,33,18,0,1,14
"G2701090","1980","A","2","4","Minnesota","27","6820","Olmsted","109",,,,,,,,,,,,,"06",,,,,,,,"OLMSTED COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",90180,411,127,3,0,138,280,123,99,132,208,3,0,0,302,532,374,7,26,125
"G2701110","1980","A","2","4","Minnesota","27",,"Otter Tail","111",,,,,,,,,,,,,"03",,,,,,,,"OTTER TAIL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",51572,25,119,2,0,17,16,39,28,17,13,3,1,0,85,142,104,1,9,28
"G2701130","1980","A","2","4","Minnesota","27",,"Pennington","113",,,,,,,,,,,,,"01",,,,,,,,"PENNINGTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",15117,12,61,0,0,3,3,8,21,1,6,0,0,0,26,70,53,0,3,14
"G2701150","1980","A","2","4","Minnesota","27",,"Pine","115",,,,,,,,,,,,,"04",,,,,,,,"PINE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0",19300,146,273,0,0,7,10,9,30,1,45,0,3,0,47,84,46,3,4,31
"G2701170","1980","A","2","4","Minnesota","27",,"Pipestone","117",,,,,,,,,,,,,"08",,,,,,,,"PIPESTONE COUNTY","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",11562,5,80,0,0,1,0,4,3,4,11,0,0,0,20,37,33,0,0,4
"G2701190","1980","A","2","4","Minnesota","27","2985","Polk","119",,,,,,,,,,,,,"01",,,,,,,,"POLK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34070,64,268,0,0,6,6,13,37,9,11,2,0,0,358,560,201,0,21,338
"G2701210","1980","A","2","4","Minnesota","27",,"Pope","121",,,,,,,,,,,,,"05",,,,,,,,"POPE COUNTY","0","0","1","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",11628,1,6,0,0,1,0,0,10,6,0,0,0,0,5,16,14,0,0,2
"G2701230","1980","A","2","4","Minnesota","27","5120","Ramsey","123",,,,,,,,,,,,,"B",,,,,,,,"RAMSEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",427153,14720,2953,29,11,474,1036,504,988,1017,1314,42,22,5,9516,9310,4869,226,364,3851
"G2701250","1980","A","2","4","Minnesota","27",,"Red Lake","125",,,,,,,,,,,,,"01",,,,,,,,"RED LAKE COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0",5454,0,7,0,0,0,0,4,3,1,0,0,0,0,2,14,10,0,3,1
"G2701270","1980","A","2","4","Minnesota","27",,"Redwood","127",,,,,,,,,,,,,"05",,,,,,,,"REDWOOD COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",19115,2,135,4,1,0,1,0,7,1,39,0,0,0,36,70,47,0,0,23
"G2701290","1980","A","2","4","Minnesota","27",,"Renville","129",,,,,,,,,,,,,"05",,,,,,,,"RENVILLE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",20274,4,51,1,0,1,1,0,23,2,0,0,4,0,40,117,73,0,9,35
"G2701310","1980","A","2","4","Minnesota","27",,"Rice","131",,,,,,,,,,,,,"06",,,,,,,,"RICE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",45529,118,59,3,0,29,52,10,65,16,41,1,5,0,159,225,153,1,11,60
"G2701330","1980","A","2","4","Minnesota","27",,"Rock","133",,,,,,,,,,,,,"08",,,,,,,,"ROCK COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","1","1","0",10652,6,13,0,0,0,7,0,4,3,11,0,0,0,7,20,16,0,0,4
"G2701350","1980","A","2","4","Minnesota","27",,"Roseau","135",,,,,,,,,,,,,"01",,,,,,,,"ROSEAU COUNTY","0","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",12451,1,86,0,0,0,4,6,5,3,0,0,0,0,18,22,20,0,0,2
"G2701370","1980","A","2","4","Minnesota","27","2240","St Louis","137",,,,,,,,,,,,,"A",,,,,,,,"ST. LOUIS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",217231,961,2810,2,3,72,132,107,162,75,231,14,7,2,420,775,537,11,65,162
"G2701390","1980","A","2","4","Minnesota","27","5120","Scott","139",,,,,,,,,,,,,"06",,,,,,,,"SCOTT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43262,63,194,0,0,21,5,6,86,13,27,1,0,0,106,203,124,2,12,65
"G2701410","1980","A","2","4","Minnesota","27","6980","Sherburne","141",,,,,,,,,,,,,"04",,,,,,,,"SHERBURNE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",29383,141,130,4,0,18,17,14,49,14,18,1,0,0,119,136,91,1,5,39
"G2701430","1980","A","2","4","Minnesota","27",,"Sibley","143",,,,,,,,,,,,,"07",,,,,,,,"SIBLEY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",15364,3,21,1,0,3,7,0,8,7,0,0,0,0,34,89,60,0,1,28
"G2701450","1980","A","2","4","Minnesota","27","6980","Stearns","145",,,,,,,,,,,,,"06",,,,,,,,"STEARNS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",107082,159,195,1,2,34,93,32,76,43,164,7,5,1,267,357,284,6,17,50
"G2701470","1980","A","2","4","Minnesota","27",,"Steele","147",,,,,,,,,,,,,"06",,,,,,,,"STEELE COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",30077,13,26,0,0,12,1,4,30,19,51,0,0,0,95,253,161,2,6,84
"G2701490","1980","A","2","4","Minnesota","27",,"Stevens","149",,,,,,,,,,,,,"05",,,,,,,,"STEVENS COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0",11162,52,14,0,0,4,12,1,18,15,9,0,0,0,35,49,34,1,1,13
"G2701510","1980","A","2","4","Minnesota","27",,"Swift","151",,,,,,,,,,,,,"05",,,,,,,,"SWIFT COUNTY","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",12847,2,19,0,0,1,1,8,10,4,12,0,0,0,16,33,23,0,0,10
"G2701530","1980","A","2","4","Minnesota","27",,"Todd","153",,,,,,,,,,,,,"03",,,,,,,,"TODD COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",24862,7,36,0,0,3,0,4,24,6,19,2,0,0,28,80,60,0,3,17
"G2701550","1980","A","2","4","Minnesota","27",,"Traverse","155",,,,,,,,,,,,,"05",,,,,,,,"TRAVERSE COUNTY","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",5436,4,78,0,0,0,0,5,4,7,0,0,0,0,8,9,7,0,1,1
"G2701570","1980","A","2","4","Minnesota","27",,"Wabasha","157",,,,,,,,,,,,,"06",,,,,,,,"WABASHA COUNTY","0","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",19252,5,24,0,0,2,1,7,15,3,9,0,1,0,16,55,48,0,0,7
"G2701590","1980","A","2","4","Minnesota","27",,"Wadena","159",,,,,,,,,,,,,"03",,,,,,,,"WADENA COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",14070,24,56,1,0,0,2,3,12,6,2,0,0,0,16,31,24,0,1,6
"G2701610","1980","A","2","4","Minnesota","27",,"Waseca","161",,,,,,,,,,,,,"07",,,,,,,,"WASECA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",18346,22,7,0,0,2,2,0,20,11,10,0,0,0,28,141,117,0,2,22
"G2701630","1980","A","2","4","Minnesota","27","5120","Washington","163",,,,,,,,,,,,,"B",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",111284,615,365,6,0,75,185,167,266,53,82,7,2,0,464,1050,705,7,63,275
"G2701650","1980","A","2","4","Minnesota","27",,"Watonwan","165",,,,,,,,,,,,,"08",,,,,,,,"WATONWAN COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",12185,1,12,0,0,3,0,2,6,2,19,0,1,0,130,239,111,0,2,126
"G2701670","1980","A","2","4","Minnesota","27",,"Wilkin","167",,,,,,,,,,,,,"01",,,,,,,,"WILKIN COUNTY","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",8384,2,33,0,0,1,1,5,4,1,14,0,0,0,9,11,11,0,0,0
"G2701690","1980","A","2","4","Minnesota","27",,"Winona","169",,,,,,,,,,,,,"06",,,,,,,,"WINONA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45771,105,69,4,0,24,19,6,34,19,59,0,2,0,144,196,145,0,12,39
"G2701710","1980","A","2","4","Minnesota","27","5120","Wright","171",,,,,,,,,,,,,"06",,,,,,,,"WRIGHT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",58289,28,115,3,5,11,14,7,101,17,10,2,0,0,79,170,130,0,10,30
"G2701730","1980","A","2","4","Minnesota","27",,"Yellow Medicine","173",,,,,,,,,,,,,"05",,,,,,,,"YELLOW MEDICINE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",13499,0,96,0,0,2,7,0,12,4,5,0,0,0,28,64,41,0,2,21
"G2800010","1980","A","3","6","Mississippi","28",,"Adams","001",,,,,,,,,,,,,"03",,,,,,,,"ADAMS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",19531,18429,13,0,0,1,8,20,9,5,0,0,1,0,18,276,78,189,1,8
"G2800030","1980","A","3","6","Mississippi","28",,"Alcorn","003",,,,,,,,,,,,,"04",,,,,,,,"ALCORN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",29460,3445,20,0,0,3,5,13,15,13,37,0,0,0,25,163,116,20,7,20
"G2800050","1980","A","3","6","Mississippi","28",,"Amite","005",,,,,,,,,,,,,"03",,,,,,,,"AMITE COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",6996,6365,1,0,0,0,0,0,2,2,0,3,0,0,0,110,38,72,0,0
"G2800070","1980","A","3","6","Mississippi","28",,"Attala","007",,,,,,,,,,,,,"06",,,,,,,,"ATTALA COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0",12052,7775,21,0,2,3,0,3,0,2,0,0,0,1,6,116,35,80,0,1
"G2800090","1980","A","3","6","Mississippi","28",,"Benton","009",,,,,,,,,,,,,"02",,,,,,,,"BENTON COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",5054,3093,3,0,0,0,0,0,0,1,0,0,0,0,2,66,27,39,0,0
"G2800110","1980","A","3","6","Mississippi","28",,"Bolivar","011",,,,,,,,,,,,,"01",,,,,,,,"BOLIVAR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16986,28567,26,0,0,6,136,0,3,16,1,3,0,0,221,791,132,453,7,199
"G2800130","1980","A","3","6","Mississippi","28",,"Calhoun","013",,,,,,,,,,,,,"04",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",11650,3988,10,0,1,1,0,6,3,1,0,1,0,0,3,94,53,32,7,2
"G2800150","1980","A","3","6","Mississippi","28",,"Carroll","015",,,,,,,,,,,,,"02",,,,,,,,"CARROLL COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",5332,4425,6,0,0,0,0,1,0,1,0,0,0,0,11,146,23,116,0,7
"G2800170","1980","A","3","6","Mississippi","28",,"Chickasaw","017",,,,,,,,,,,,,"05",,,,,,,,"CHICKASAW COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1",11383,6434,14,0,0,2,1,1,0,3,0,0,0,0,15,158,54,95,1,8
"G2800190","1980","A","3","6","Mississippi","28",,"Choctaw","019",,,,,,,,,,,,,"06",,,,,,,,"CHOCTAW COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",6447,2530,1,0,0,0,0,0,1,2,0,0,0,0,15,89,25,61,0,3
"G2800210","1980","A","3","6","Mississippi","28",,"Claiborne","021",,,,,,,,,,,,,"03",,,,,,,,"CLAIBORNE COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1",3074,9151,1,0,0,2,0,0,0,20,6,1,0,0,24,81,5,70,0,6
"G2800230","1980","A","3","6","Mississippi","28",,"Clarke","023",,,,,,,,,,,,,"06",,,,,,,,"CLARKE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",11004,5898,27,0,0,3,0,4,0,6,0,1,0,0,2,107,42,65,0,0
"G2800250","1980","A","3","6","Mississippi","28",,"Clay","025",,,,,,,,,,,,,"05",,,,,,,,"CLAY COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",10470,10540,4,0,0,2,0,0,2,25,9,5,0,0,25,164,50,94,0,20
"G2800270","1980","A","3","6","Mississippi","28",,"Coahoma","027",,,,,,,,,,,,,"01",,,,,,,,"COAHOMA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",13074,23631,13,0,0,2,130,1,6,3,3,6,2,1,46,427,58,325,3,41
"G2800290","1980","A","3","6","Mississippi","28",,"Copiah","029",,,,,,,,,,,,,"03",,,,,,,,"COPIAH COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0",13642,12822,10,0,0,2,3,1,2,3,0,3,0,0,15,276,102,166,3,5
"G2800310","1980","A","3","6","Mississippi","28",,"Covington","031",,,,,,,,,,,,,"06",,,,,,,,"COVINGTON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",10410,5503,1,0,0,0,0,1,1,3,0,4,0,0,4,114,27,84,0,3
"G2800330","1980","A","3","6","Mississippi","28","4920","DeSoto","033",,,,,,,,,,,,,"02",,,,,,,,"DE SOTO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",44203,9596,24,2,0,5,10,7,12,3,9,8,0,0,51,384,202,148,9,25
"G2800350","1980","A","3","6","Mississippi","28",,"Forrest","035",,,,,,,,,,,,,"07",,,,,,,,"FORREST COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47719,17695,54,2,0,49,69,18,36,42,42,7,3,1,281,747,401,151,17,178
"G2800370","1980","A","3","6","Mississippi","28",,"Franklin","037",,,,,,,,,,,,,"03",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",5143,3053,0,0,0,8,0,1,0,0,0,2,0,0,1,25,8,15,1,1
"G2800390","1980","A","3","6","Mississippi","28",,"George","039",,,,,,,,,,,,,"07",,,,,,,,"GEORGE COUNTY","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1",13808,1457,2,1,0,1,0,0,1,4,9,0,0,0,14,98,75,10,0,13
"G2800410","1980","A","3","6","Mississippi","28",,"Greene","041",,,,,,,,,,,,,"07",,,,,,,,"GREENE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1",7836,1972,9,0,0,2,0,0,0,1,0,0,0,0,7,112,65,41,0,6
"G2800430","1980","A","3","6","Mississippi","28",,"Grenada","043",,,,,,,,,,,,,"02",,,,,,,,"GRENADA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",12203,8796,11,0,0,2,0,0,1,5,14,2,1,0,8,244,61,178,1,4
"G2800450","1980","A","3","6","Mississippi","28","0920","Hancock","045",,,,,,,,,,,,,"08",,,,,,,,"HANCOCK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21892,2435,70,1,0,8,3,16,0,7,12,2,0,1,90,429,320,31,14,64
"G2800470","1980","A","3","6","Mississippi","28","0920","Harrison","047",,,,,,,,,,,,,"08",,,,,,,,"HARRISON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",124036,30406,369,2,4,191,76,626,128,65,715,61,33,6,947,3037,2054,277,195,511
"G2800490","1980","A","3","6","Mississippi","28","3560","Hinds","049",,,,,,,,,,,,,"A",,,,,,,,"HINDS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",136265,113301,158,2,1,65,168,35,68,265,74,42,4,0,550,1978,747,1103,28,100
"G2800510","1980","A","3","6","Mississippi","28",,"Holmes","051",,,,,,,,,,,,,"02",,,,,,,,"HOLMES COUNTY","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",6577,16339,4,0,0,5,29,0,0,3,0,4,0,0,9,306,21,281,0,4
"G2800530","1980","A","3","6","Mississippi","28",,"Humphreys","053",,,,,,,,,,,,,"01",,,,,,,,"HUMPHREYS COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",4718,9145,10,0,0,0,50,0,0,0,0,2,0,0,6,192,18,170,3,1
"G2800550","1980","A","3","6","Mississippi","28",,"Issaquena","055",,,,,,,,,,,,,"01",,,,,,,,"ISSAQUENA COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0",1107,1397,0,0,0,0,2,0,0,0,0,1,0,0,6,35,6,23,0,6
"G2800570","1980","A","3","6","Mississippi","28",,"Itawamba","057",,,,,,,,,,,,,"04",,,,,,,,"ITAWAMBA COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1",19196,1264,7,0,0,6,0,9,3,2,9,0,0,0,22,118,87,23,1,7
"G2800590","1980","A","3","6","Mississippi","28","6025","Jackson","059",,,,,,,,,,,,,"08",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",94710,22119,331,2,1,66,44,160,27,29,166,22,6,2,330,1487,1060,204,59,164
"G2800610","1980","A","3","6","Mississippi","28",,"Jasper","061",,,,,,,,,,,,,"06",,,,,,,,"JASPER COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",8761,8487,8,0,0,2,0,0,0,0,0,3,0,0,4,151,39,109,0,3
"G2800630","1980","A","3","6","Mississippi","28",,"Jefferson","063",,,,,,,,,,,,,"03",,,,,,,,"JEFFERSON COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",1645,7528,2,0,0,0,0,0,0,3,0,2,0,0,1,115,18,97,0,0
"G2800650","1980","A","3","6","Mississippi","28",,"Jefferson Davis","065",,,,,,,,,,,,,"06",,,,,,,,"JEFFERSON DAVIS COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",6401,7421,5,0,0,1,1,0,2,6,0,3,0,0,6,73,20,52,1,0
"G2800670","1980","A","3","6","Mississippi","28",,"Jones","067",,,,,,,,,,,,,"06",,,,,,,,"JONES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",47315,14318,170,1,0,11,10,15,11,18,4,8,0,0,31,437,255,166,6,10
"G2800690","1980","A","3","6","Mississippi","28",,"Kemper","069",,,,,,,,,,,,,"06",,,,,,,,"KEMPER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4557,5512,72,0,0,2,0,2,0,1,0,1,0,0,1,95,19,76,0,0
"G2800710","1980","A","3","6","Mississippi","28",,"Lafayette","071",,,,,,,,,,,,,"04",,,,,,,,"LAFAYETTE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22541,8184,12,1,0,9,74,8,14,37,24,2,0,0,124,212,114,73,7,18
"G2800730","1980","A","3","6","Mississippi","28",,"Lamar","073",,,,,,,,,,,,,"07",,,,,,,,"LAMAR COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",21125,2562,15,0,0,13,8,6,4,8,7,7,0,0,66,242,166,23,1,52
"G2800750","1980","A","3","6","Mississippi","28",,"Lauderdale","075",,,,,,,,,,,,,"06",,,,,,,,"LAUDERDALE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",52373,24233,81,1,0,22,14,255,21,19,41,9,7,1,208,714,332,225,39,118
"G2800770","1980","A","3","6","Mississippi","28",,"Lawrence","077",,,,,,,,,,,,,"06",,,,,,,,"LAWRENCE COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",8632,3866,9,0,0,3,0,0,1,0,0,1,0,0,6,87,52,32,0,3
"G2800790","1980","A","3","6","Mississippi","28",,"Leake","079",,,,,,,,,,,,,"06",,,,,,,,"LEAKE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",11454,6556,770,0,0,1,0,0,1,1,0,0,0,0,7,99,35,56,6,2
"G2800810","1980","A","3","6","Mississippi","28",,"Lee","081",,,,,,,,,,,,,"05",,,,,,,,"LEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",45227,11651,36,0,0,4,32,16,2,12,1,4,0,0,76,367,208,113,6,40
"G2800830","1980","A","3","6","Mississippi","28",,"Leflore","083",,,,,,,,,,,,,"01",,,,,,,,"LEFLORE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",16724,24553,17,1,0,3,117,4,8,51,7,6,1,0,33,412,89,301,1,21
"G2800850","1980","A","3","6","Mississippi","28",,"Lincoln","085",,,,,,,,,,,,,"03",,,,,,,,"LINCOLN COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",21076,9043,8,0,0,3,0,1,3,14,1,5,2,0,18,176,60,113,1,2
"G2800870","1980","A","3","6","Mississippi","28",,"Lowndes","087",,,,,,,,,,,,,"05",,,,,,,,"LOWNDES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",37158,19583,65,6,0,35,48,70,44,18,30,9,1,4,233,521,248,158,17,98
